tree_id,node_id,parent_id,depth,edge_label,full_path,n_children,n_terminal_here,n_measures_subtree,is_branch_point,examples
199,5,1,2,cancer by sex,death > due > to > cancer > by > sex,0,1,1,False,"Death due to cancer, by sex"
199,6,1,2,chronic liver disease by sex,death > due > to > chronic > liver > disease > by > sex,0,1,1,False,"Death due to chronic liver disease, by sex"
199,7,1,2,diabetes mellitus by sex,death > due > to > diabetes > mellitus > by > sex,0,1,1,False,"Death due to diabetes mellitus, by sex"
199,8,1,2,diseases of the nervous system by sex,death > due > to > diseases > of > the > nervous > system > by > sex,0,1,1,False,"Death due to diseases of the nervous system, by sex"
199,9,1,2,drugs dependence by sex,death > due > to > drugs > dependence > by > sex,0,1,1,False,"Death due to drugs dependence, by sex"
199,10,1,2,homicide assault by sex,death > due > to > homicide > assault > by > sex,0,1,1,False,"Death due to homicide, assault, by sex"
199,11,1,2,other ischaemic heart diseases by sex,death > due > to > other > ischaemic > heart > diseases > by > sex,0,1,1,False,"Death due to other ischaemic heart diseases, by sex"
199,12,1,2,pneumonia by sex,death > due > to > pneumonia > by > sex,0,1,1,False,"Death due to pneumonia, by sex"
199,13,1,2,suicide by sex,death > due > to > suicide > by > sex,0,1,1,False,"Death due to suicide, by sex"
199,14,1,2,transport accidents by sex,death > due > to > transport > accidents > by > sex,0,1,1,False,"Death due to transport accidents, by sex"
200,0,-1,0,deaths,deaths,3,0,4,True,Deaths and crude death rate | Deaths by age and sex | Deaths by sex
201,0,-1,0,and crude death rate,deaths > and > crude > death > rate,0,1,1,False,Deaths and crude death rate
202,0,-1,0,by,deaths > by,2,0,2,True,Deaths by age and sex | Deaths by sex
202,1,0,1,age and sex,deaths > by > age > and > sex,0,1,1,False,Deaths by age and sex
202,2,0,1,sex,deaths > by > sex,0,1,1,False,Deaths by sex
203,0,-1,0,of residents related to dementias including alzheimer,deaths > of > residents > related > to > dementias > including > alzheimer,0,1,1,False,Deaths of residents related to dementias including Alzheimer
204,0,-1,0,debt,debt,1,0,1,False,Debt of the institutions
204,1,0,1,of the institutions,debt > of > the > institutions,0,1,1,False,Debt of the institutions
205,0,-1,0,decisions,decisions,1,0,4,False,"Decisions granting temporary protection by citizenship - per thousand persons | Decisions granting temporary protection by citizenship, age and sex - annual aggregated data | Decisions granting temporary protection by citizenship, age and sex - monthly data"
205,1,0,1,granting temporary protection by citizenship,decisions > granting > temporary > protection > by > citizenship,2,0,4,True,"Decisions granting temporary protection by citizenship - per thousand persons | Decisions granting temporary protection by citizenship, age and sex - annual aggregated data | Decisions granting temporary protection by citizenship, age and sex - monthly data"
205,2,1,2,per thousand persons,decisions > granting > temporary > protection > by > citizenship > per > thousand > persons,0,1,1,False,Decisions granting temporary protection by citizenship - per thousand persons
205,3,1,2,age and sex,decisions > granting > temporary > protection > by > citizenship > age > and > sex,3,0,3,True,"Decisions granting temporary protection by citizenship, age and sex - annual aggregated data | Decisions granting temporary protection by citizenship, age and sex - monthly data | Decisions granting temporary protection by citizenship, age and sex - quarterly data"
205,4,3,3,annual aggregated data,decisions > granting > temporary > protection > by > citizenship > age > and > sex > annual > aggregated > data,0,1,1,False,"Decisions granting temporary protection by citizenship, age and sex - annual aggregated data"
205,5,3,3,monthly data,decisions > granting > temporary > protection > by > citizenship > age > and > sex > monthly > data,0,1,1,False,"Decisions granting temporary protection by citizenship, age and sex - monthly data"
205,6,3,3,quarterly data,decisions > granting > temporary > protection > by > citizenship > age > and > sex > quarterly > data,0,1,1,False,"Decisions granting temporary protection by citizenship, age and sex - quarterly data"
206,0,-1,0,demographic,demographic,1,0,1,False,Demographic indicators
206,1,0,1,indicators,demographic > indicators,0,1,1,False,Demographic indicators
207,0,-1,0,departures,departures,1,0,1,False,Departures of residents going abroad for all holidays and business
207,1,0,1,of residents going abroad for all holidays and business,departures > of > residents > going > abroad > for > all > holidays > and > business,0,1,1,False,Departures of residents going abroad for all holidays and business
208,0,-1,0,depth,depth,1,0,1,False,Depth of material deprivation - EU-SILC survey
208,1,0,1,of material deprivation eu silc survey,depth > of > material > deprivation > eu > silc > survey,0,1,1,False,Depth of material deprivation - EU-SILC survey
209,0,-1,0,direct,direct,1,0,4,False,"Direct investment - annual data, million units of national currency | Direct investment abroad, main components - annual data, million units of national currency | Direct investment liabilities (flows) - annual data, % of GDP"
209,1,0,1,investment,direct > investment,3,0,4,True,"Direct investment - annual data, million units of national currency | Direct investment abroad, main components - annual data, million units of national currency | Direct investment liabilities (flows) - annual data, % of GDP"
209,2,1,2,annual data million units of national currency,direct > investment > annual > data > million > units > of > national > currency,0,1,1,False,"Direct investment - annual data, million units of national currency"
209,3,1,2,abroad main components annual data million units of national currency,direct > investment > abroad > main > components > annual > data > million > units > of > national > currency,0,1,1,False,"Direct investment abroad, main components - annual data, million units of national currency"
209,4,1,2,liabilities,direct > investment > liabilities,2,0,2,True,"Direct investment liabilities (flows) - annual data, % of GDP | Direct investment liabilities (stocks) - annual data, % of GDP"
209,5,4,3,flows annual data of gdp,direct > investment > liabilities > flows > annual > data > of > gdp,0,1,1,False,"Direct investment liabilities (flows) - annual data, % of GDP"
209,6,4,3,stocks annual data of gdp,direct > investment > liabilities > stocks > annual > data > of > gdp,0,1,1,False,"Direct investment liabilities (stocks) - annual data, % of GDP"
210,0,-1,0,disaggregated,disaggregated,1,0,1,False,Disaggregated final energy consumption in services – calorific values
210,1,0,1,final energy consumption in services calorific values,disaggregated > final > energy > consumption > in > services > calorific > values,0,1,1,False,Disaggregated final energy consumption in services – calorific values
211,0,-1,0,discharges,discharges,1,0,1,False,Discharges from hospitals
211,1,0,1,from hospitals,discharges > from > hospitals,0,1,1,False,Discharges from hospitals
212,0,-1,0,dispersion,dispersion,1,0,2,False,Dispersion around the at-risk-of-poverty threshold - EU-SILC survey | Dispersion around the at-risk-of-poverty threshold for elderly people - EU-SILC survey
212,1,0,1,around the at risk of poverty threshold,dispersion > around > the > at > risk > of > poverty > threshold,2,0,2,True,Dispersion around the at-risk-of-poverty threshold - EU-SILC survey | Dispersion around the at-risk-of-poverty threshold for elderly people - EU-SILC survey
