domain,code,title
Population and social conditions,gbv_any_frq,"Women who have experienced violence by any perpetrator, by type and frequency of violence"
Population and social conditions,gbv_any_rp,"Women who have experienced violence by any perpetrator, by person/support service to whom violence was reported"
Population and social conditions,gbv_any_cnq,Women who have experienced violence by any perpetrator and consequences of violence
Population and social conditions,gbv_any_lim,"Women who have experienced violence by any perpetrator, by level of disability (activity limitation)"
Population and social conditions,gbv_any_ed,"Women who have experienced violence by any perpetrator, by level of education"
Population and social conditions,gbv_any_du,"Women who have experienced violence by any perpetrator, by degree of urbanisation"
Population and social conditions,gbv_any_cob,"Women who have experienced violence by any perpetrator, by country of birth"
Population and social conditions,gbv_shw_occ,"Ever-working women who have experienced sexual harassment at work, by occurrence of the last episode"
Population and social conditions,gbv_shw_age,"Ever-working women who have experienced sexual harassment at work, by age group"
Population and social conditions,gbv_shw_perp,"Ever-working women who have experienced sexual harassment at work, by type of male perpetrator"
Population and social conditions,gbv_shw_frq,"Ever-working women who have experienced sexual harassment at work, by frequency"
Population and social conditions,gbv_shw_rp,"Ever-working women who have experienced sexual harassment at work, by person/support service to whom violence was reported during last year"
Population and social conditions,gbv_shw_comm,Perception of ever-working women as victims/non-victims of sexual harassment at work by commonness of harassment
Population and social conditions,gbv_st_occ,"Women who have experienced stalking, by occurrence of the last episode"
Population and social conditions,gbv_st_age,"Women who have experienced stalking, by age group"
Population and social conditions,gbv_st_perp,"Women who have experienced stalking, by type of perpetrator"
Population and social conditions,gbv_st_rp,"Women who have experienced stalking, by person/support service to whom violence was reported"
Population and social conditions,gbv_st_cnq,"Women who have experienced stalking, by consequences of violence"
Population and social conditions,gbv_ch_age,"Women who have experienced sexual violence during childhood, by age group"
Population and social conditions,gbv_ch_perp,"Women who have experienced sexual violence during childhood, by type of perpetrator"
Population and social conditions,gbv_ch_rp,"Women who have experienced sexual violence during childhood, by person/support service to whom violence was reported"
Population and social conditions,gbv_awr_serv,"Women as victims/non-victims of violence, by awareness of the existence of support services"
Population and social conditions,gbv_awr_leg,"Women as victims/non-victims of violence, by awareness of free legal aid"
Population and social conditions,icw_sr_02,Median saving rate by household type - experimental statistics
Population and social conditions,icw_sr_03,Median saving rate by income quintile - experimental statistics
Population and social conditions,icw_sr_05,Gini coefficient on household population - experimental statistics
Population and social conditions,icw_sr_09,Aggregate propensity to consume by household type - experimental statistics
Population and social conditions,icw_sr_10,Aggregate propensity to consume by income quintile - experimental statistics
Population and social conditions,icw_sr_12,Median saving rate by the self-declared level of difficulty to make ends meet - experimental statistics
Population and social conditions,icw_sr_13,Median saving rate by degree of urbanisation - experimental statistics
Population and social conditions,icw_sr_14,Aggregate propensity to consume by degree of urbanisation - experimental statistics
Population and social conditions,icw_sr_15,Median saving rate by activity status of the reference person - experimental statistics
Population and social conditions,icw_sr_16,Aggregate propensity to consume by activity status of the reference person - experimental statistics
Population and social conditions,icw_pov_03,Proportion of dissaving households - experimental statistics
Population and social conditions,icw_car_01,Distribution of households by age of the reference person - experimental statistics
Population and social conditions,icw_car_02,Distribution of households by household type - experimental statistics
Population and social conditions,icw_car_04,Distribution of households by activity status of the reference person - experimental statistics
Population and social conditions,tps00101,Expenditure on social protection by type
Population and social conditions,tps00099,Expenditure on social protection per inhabitant at constant prices
