code,type,breadcrumb
rail_tf_ns20_lu,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2020) > Train traffic on the rail network - Luxembourg (2020)
ilc_scp07$dv_1064,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > EU-SILC modules > Social and cultural participation (2015 and 2022) > Persons practicing artistic activities by sex, age, educational attainment and frequency"
ilc_camdothg0,dataset,Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > Living conditions > Childcare arrangements > Median number of weekly hours of other types of care by age group - children with at least one hour of other types of care
teilm010,table,Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > Labour market > Harmonised unemployment - monthly data > Unemployment by sex
tipsii15,table,"Cross cutting topics > Tables on EU policy > Macroeconomic imbalance procedure indicators > International investment position > Annual data > Portfolio investment - annual data, million units of national currency"
ilc_scp20$dv_2747,dataset,"Database by themes > General and regional statistics > Degree of urbanisation > Living conditions and welfare > EU-SILC ad-hoc modules > Social and cultural participation (2015) > Persons participating in formal/informal voluntary activities or active citizenship by income quintile, household composition and degree of urbanisation"
tag00102,table,"Database by themes > Agriculture, forestry and fisheries > Agriculture > Economic accounts for agriculture > Economic accounts for agriculture > Economic accounts for agriculture - values at current prices > Output of the agricultural industry - basic and producer prices"
nrg_inf_stcs,dataset,"Database by themes > Environment and energy > Energy > Energy statistics - quantities > Energy statistics - quantities, annual data > Energy infrastructure and capacities > Solar thermal collectors' surface"
tet00066,table,"Database by themes > International trade > International trade in goods > International trade in goods - aggregated data > International trade in goods - long-term indicators > International trade > Extra-Euro area trade by partner and by SITC product group > Extra-euro area (EA20) trade, by product group"
qoe_ewcs_4a5,dataset,Cross cutting topics > Cross cutting topics > Quality of employment > Security of employment and social protection > Employed persons expecting a possible loss of their job in the next 6 months by sex and age
lfso_17seworg,dataset,Database by themes > Population and social conditions > Labour market > Employment and unemployment (Labour force survey) > Labour force survey (LFS) - ad-hoc modules > Self-employment (2017) > Self-employment > Self-employed persons having at least one client in the last 12 months by control over working time (2017)
road_ec_empl,dataset,"Database by themes > Transport > Road transport > Road transport - enterprises, economic performances and employment > Road transport - enterprises, economic performances and employment - historical data > Persons employed in goods road transport enterprises by employment size classes (1988-2012)"
enps_fish_ca_main,dataset,Database by themes > General and regional statistics > Non EU countries > Southern European Neighbourhood Policy countries (ENP-South) > Agriculture and fisheries > Fisheries > Fish catches by fishing areas - ENP-South countries
hlth_ehis_sk3e$dv_298,dataset,"Database by themes > Population and social conditions > Health > Health determinants > Tobacco consumption > Daily smokers of cigarettes by sex, age and educational attainment level"
cult_emp_art,dataset,"Database by themes > Population and social conditions > Culture > Cultural employment > Persons working as creative and performing artists, authors, journalists and linguists"
ilc_odbt02,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > EU-SILC modules > Over-indebtedness, consumption and wealth as well as labour (2020) > Arrears on non-housing bills by income quintile"
tec00009,table,"Database by themes > General and regional statistics > European and national indicators for short-term analysis > National accounts > Gross domestic product (GDP) and main components (output, expenditure and income) - annual data > Final consumption expenditure of households and non-profit institutions serving households"
educ_uoe_mobs03$dv_1126,dataset,"Database by themes > Population and social conditions > Education and training > Learning mobility > Mobile students from abroad > Share of mobile students from abroad enrolled by education level, sex and country of origin"
hlth_cd_iap,dataset,Database by themes > Population and social conditions > Health > Causes of death > Public health themes > Health impacts of air pollution
tps00029,table,"Database by themes > Population and social conditions > Demography, population stock and balance > Main population indicators > Population change - Demographic balance and crude rates at national level > Deaths and crude death rate"
tipsbd30,dataset,Cross cutting topics > Tables on EU policy > Macroeconomic imbalance procedure indicators > Consolidated banking data > Tier-1 capital ratio banking sector
